time,leftfootx,leftfooty,rightfootx,rightfooty
1026.234,-1.314,-5.648,-0.465,-4.797
1028.107,-1.573,-1.780,-0.971,-2.723
1031.077,0.856,-5.205,1.581,-6.020
1031.959,0.684,-2.506,0.726,-3.589
1033.049,-0.926,-3.730,0.015,-3.479
1034.713,-1.840,-5.489,-1.110,-4.798
1036.058,1.659,-2.566,0.324,-3.308
1038.318,1.557,-2.987,0.927,-3.809
1041.392,1.197,-4.990,1.863,-5.822
1043.249,1.980,-1.094,1.680,-2.868
1043.959,1.279,-5.062,2.162,-5.910
