time,leftfootx,leftfooty,rightfootx,rightfooty
1594.994,-1.460,-5.739,-0.757,-4.870
1597.094,0.965,-5.162,1.751,-5.764
1598.765,-1.233,-1.559,-0.820,-2.213
1600.511,1.708,-3.158,0.903,-3.780
1602.794,1.135,-5.809,2.219,-6.138
1605.158,0.449,-5.444,1.131,-5.875
1607.056,-1.200,-5.649,-0.443,-4.721
1608.872,0.602,-2.620,1.542,-1.694
1610.820,1.994,-3.587,1.000,-3.997
