time,leftfootx,leftfooty,rightfootx,rightfooty
700.718,0.104,-1.311,0.140,-2.634
702.709,1.103,-2.301,-0.011,-3.020
704.584,1.591,-4.702,1.068,-4.216
706.015,-1.107,-1.902,-0.360,-2.930
708.535,1.043,-4.797,1.807,-5.579
709.989,-0.717,-3.190,0.282,-3.702
712.331,-1.736,-5.579,-1.130,-4.709
713.770,-0.714,-2.748,-0.251,-3.307
715.329,1.448,-2.114,0.527,-3.341
