time,leftfootx,leftfooty,rightfootx,rightfooty
1333.678,-1.640,-5.568,-0.815,-4.760
1335.180,-0.767,-2.395,-0.522,-3.350
1337.353,-1.516,-3.318,-0.636,-3.824
1338.893,0.109,-2.335,-0.187,-3.464
