time,leftfootx,leftfooty,rightfootx,rightfooty
1523.369,-1.450,-1.792,-0.540,-3.010
1525.328,-1.843,-0.864,-1.192,-1.988
1527.754,-0.529,-4.494,0.406,-4.647
1529.208,-1.247,-2.149,-0.617,-3.039
1531.002,1.265,-1.043,0.644,-2.086
