time,leftfootx,leftfooty,rightfootx,rightfooty
513.807,0.331,-2.295,0.584,-3.141
515.725,-1.526,-3.068,-0.802,-3.695
517.254,-0.008,-0.603,-0.357,-2.508
519.418,-1.557,-5.535,-0.910,-4.636
522.533,-1.543,-1.669,-1.001,-3.013
522.533,-1.798,-0.219,-1.423,-1.368
