time,leftfootx,leftfooty,rightfootx,rightfooty
960.689,0.800,-5.416,1.430,-6.319
961.899,2.028,-2.128,1.477,-3.016
963.610,2.248,-5.506,1.398,-4.719
965.032,-1.053,-2.292,-0.063,-2.782
966.736,-1.491,-0.891,-0.976,-2.602
969.569,-1.236,-3.758,-0.153,-3.729
971.528,-0.943,-5.760,-0.409,-4.821
972.904,-0.545,-2.478,-0.619,-3.893
974.990,-1.444,-3.283,-0.719,-3.893
