time,leftfootx,leftfooty,rightfootx,rightfooty
1708.004,0.152,-2.434,0.918,-3.245
1709.520,1.047,-1.424,0.178,-2.527
1711.145,1.820,-3.360,1.300,-4.104
1712.699,-1.108,-2.213,-0.286,-3.186
1714.585,-0.334,-3.387,0.229,-4.050
1716.206,1.026,-3.669,0.659,-4.050
1717.360,-0.128,-1.593,-0.009,-2.619
1718.645,-1.311,-4.894,-0.856,-3.995
