time,leftfootx,leftfooty,rightfootx,rightfooty
1916.939,0.077,-1.217,0.078,-2.892
1919.504,0.663,-5.066,1.305,-5.853
1920.591,0.106,-2.589,0.856,-3.697
1922.608,-1.331,-5.851,-0.808,-4.992
1924.258,1.738,-1.794,0.904,-2.981
1929.151,1.088,-2.620,0.353,-3.585
1929.151,-0.859,-5.626,-0.465,-4.821
1931.236,-2.227,-5.850,-1.524,-5.302
