time,leftfootx,leftfooty,rightfootx,rightfooty
1668.286,-0.865,-2.213,-0.723,-3.243
1670.065,-1.304,-5.694,-0.648,-4.570
1671.110,-0.344,-2.711,-0.279,-3.751
1672.817,-1.460,-5.939,-0.760,-4.796
1674.567,-1.700,-1.251,-1.130,-2.680
1677.250,0.631,-6.370,0.649,-5.467
1678.369,-0.369,-4.391,0.461,-4.340
