time,leftfootx,leftfooty,rightfootx,rightfooty
895.040,0.119,-4.202,1.089,-4.328
896.349,-1.016,-1.862,-0.254,-2.978
898.464,-1.168,-5.956,-0.467,-5.155
899.660,-0.978,-4.075,0.228,-4.070
901.550,1.160,-1.981,0.521,-3.004
902.919,0.106,-3.746,1.269,-3.823
904.042,0.128,-4.202,0.928,-4.120
905.779,-1.175,-5.978,-0.619,-5.036
907.902,-1.327,-4.917,-0.937,-4.075
