time,leftfootx,leftfooty,rightfootx,rightfooty
1082.460,1.128,-1.839,0.104,-2.721
1084.687,-1.202,-6.089,-0.786,-4.944
1085.789,1.090,-2.928,0.430,-4.315
1088.004,-1.427,-5.671,-0.867,-4.723
1089.735,-1.641,-5.209,-0.838,-4.239
1091.072,1.066,-2.536,0.100,-3.590
